"icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","sensors","geo_altitude","squawk","spi","position_source"
"3c4048","FMG     ","Germany","1586510799","1586510799",13.5204,52.3761,NA,"TRUE","9.77","247.5",NA,NA,NA,NA,"FALSE","0"
"aa8c39","UAL481  ","United States","1586510799","1586510799",-88.4682,42.3131,"3345.18","FALSE","196.95","129.59","0",NA,"3200.4","6717","FALSE","0"
"acf9bd","N935RK  ","United States","1586510799","1586510799",-89.5429,43.7175,"12192","FALSE","198.32","296.83","-0.33",NA,"11963.4","6517","FALSE","0"
"a4b228","UPS992  ","United States","1586510663","1586510663",-98.2009,44.0278,"9753.6","FALSE","214.8","289.74","0",NA,"9730.74","3435","FALSE","0"
"a33b23","UPS492  ","United States","1586510799","1586510799",-92.0742,41.8479,"10363.2","FALSE","195.12","295.62","0",NA,"10172.7","6641","FALSE","0"
"3c4071","FF      ","Germany","1586510715","1586510715",8.5661,50.0448,NA,"TRUE","2.83","312.19",NA,NA,NA,NA,"FALSE","0"
"aa0955","FDX1486 ","United States","1586510799","1586510799",-83.5222,39.4527,"3703.32","FALSE","191.4","52.21","-4.88",NA,"3505.2","1662","FALSE","0"
"ac498c","FDX19   ","United States","1586510798","1586510798",130.0909,33.4124,"9144","FALSE","207.59","251.21","0",NA,"9258.3","6053","FALSE","0"
"aaef89","AAL2244 ","United States","1586510799","1586510799",-88.0417,29.4161,"10675.62","FALSE","271.06","117.59","0",NA,"11109.96",NA,"FALSE","0"
"ddec9e","","","1586510798","1586510798",8.2041,47.189,NA,"FALSE","20.06","-24.06","0",NA,"700",NA,"FALSE","3"
"0d0ae3","XAFUF   ","Mexico","1586510618","1586510621",-10.7933,57.5045,"12184.38","FALSE","218.46","319.11","0",NA,"12214.86","5762","FALSE","0"
"3c65c3","DLH5KY  ","Germany","1586510799","1586510799",9.6824,50.5102,"3048","FALSE","152.77","244.04","0.33",NA,"3208.02","1000","FALSE","0"
"3c65c2","DLH7C   ","Germany","1586510799","1586510799",8.2213,49.2773,"4792.98","FALSE","182.19","344.94","-10.08",NA,"5006.34","1000","FALSE","0"
"4845b6","","Kingdom of the Netherlands","1586510785","1586510799",5.3443,52.6967,"304.8","FALSE","61.4","63.59","-1",NA,"463","7000","FALSE","3"
"3c65d0","DLH8UT  ","Germany","1586510799","1586510799",8.778,50.5778,"4053.84","FALSE","155.95","218.57","-5.2",NA,"4236.72","1341","FALSE","0"
"3c65d1","DLH8V   ","Germany","1586510798","1586510799",9.3909,49.575,"4739.64","FALSE","159.12","289.26","-5.2",NA,"4945.38","1000","FALSE","0"
"ae146c","RCH801  ","United States","1586510762","1586510798",-6.3447,48.2285,"10972.8","FALSE","230.04","259.04","0",NA,"11209.02","7555","FALSE","0"
"3c5ee4","EWG9824 ","Germany","1586510798","1586510799",7.5309,51.0459,"6362.7","FALSE","216.46","155.87","14.31",NA,"6507.48","1000","FALSE","0"
"a34291","UPS1058 ","United States","1586510799","1586510799",-73.555,42.4009,"8595.36","FALSE","263.14","70.11","-10.73",NA,"8046.72","4067","FALSE","0"
"3b7b3f","MILAN76 ","France","1586510799","1586510799",4.6128,43.696,"411.48","FALSE","114.73","277.73","1.63",NA,"548.64","4530","FALSE","0"
"3c5ef5","EWG4TR  ","Germany","1586510791","1586510792",16.0774,45.7451,"22.86","TRUE","9.26","137.81",NA,NA,NA,"6436","FALSE","0"
"3c65ca","DLH9U   ","Germany","1586510799","1586510799",7.4305,50.0183,"3589.02","FALSE","161.57","109.53","-5.2",NA,"3764.28","2256","FALSE","0"
"851936","JAL637  ","Japan","1586510799","1586510799",133.4146,34.4784,"12184.38","FALSE","200.78","255","0",NA,"12230.1","4703","FALSE","0"
"a90ede","FDX1460 ","United States","1586510798","1586510799",-86.4452,37.919,"8427.72","FALSE","261.71","46.99","-10.4",NA,"8336.28","1637","FALSE","0"
"a94b29","UAL2372 ","United States","1586510799","1586510799",-89.0998,38.9213,"11887.2","FALSE","289.1","93.37","0",NA,"11833.86","3145","FALSE","0"
"ae61fd","TORQE31 ","United States","1586510799","1586510799",51.2361,25.2948,"822.96","FALSE","73.4","159.91","0.65",NA,"792.48","4004","FALSE","0"
"a091fd","FDX1431 ","United States","1586510797","1586510798",-73.5416,40.4441,"762","FALSE","97.83","353.66","-0.33",NA,"556.26","2151","FALSE","0"
"4248f7","AFL1743 ","United Kingdom","1586510799","1586510799",38.0217,56.4793,"2743.2","FALSE","146.53","216.15","-6.83",NA,"2636.52","2106","TRUE","0"
"800dae","SEJ7068 ","India","1586510799","1586510799",99.9646,4.2164,"11567.16","FALSE","238.44","302.94","0",NA,"12306.3","2201","FALSE","0"
"ac34a0","FDX169  ","United States","1586510798","1586510798",115.3125,22.282,"7254.24","FALSE","194.04","268.18","-12.03",NA,"7719.06","3201","FALSE","0"
"4a09ac","BLA9103 ","Romania","1586510777","1586510778",9.1422,41.0182,"11582.4","FALSE","222.44","260.15","0",NA,"11689.08","4135","FALSE","0"
"a58ded","UPS1038 ","United States","1586510799","1586510799",-75.91,42.4693,"10462.26","FALSE","264.16","94.36","-4.23",NA,"9974.58","6540","FALSE","0"
"a4c4bb","UPS1336 ","United States","1586510559","1586510568",-82.8224,29.5281,"8229.6","FALSE","281.53","129.22","0.33",NA,"8526.78","2335","FALSE","0"
"48469c","KV4     ","Kingdom of the Netherlands","1586510798","1586510798",4.7095,52.3602,NA,"TRUE","11.83","0",NA,NA,NA,NA,"FALSE","0"
"aaa751","FDX1740 ","United States","1586510799","1586510799",-80.9835,40.1596,"10233.66","FALSE","282.52","83.83","-3.58",NA,"9890.76","4475","FALSE","0"
"45c089","OYPDI   ","Denmark","1586510799","1586510799",9.3495,55.7803,"502.92","FALSE","57.31","106.16","1.63",NA,"624.84","0257","FALSE","0"
"7c3633","KZP     ","Australia","1586510798","1586510798",115.8736,-32.0757,"350.52","FALSE","65.38","58.19","-3.58",NA,"335.28","4023","FALSE","0"
"a0dadb","UPS1322 ","United States","1586510798","1586510799",-82.7962,32.695,"9265.92","FALSE","254.22","157.64","-5.53",NA,"9517.38","4076","FALSE","0"
"7c4968","POL53   ","Australia","1586510784","1586510793",138.655,-34.8849,"304.8","FALSE","53.13","226.57","-2.28",NA,"335.28","3412","FALSE","0"
"a38a21","UPS1348 ","United States","1586510799","1586510799",-83.955,33.271,"10058.4","FALSE","246.13","163.61","0.33",NA,"10271.76","6627","FALSE","0"
"3c5efa","EWG6700 ","Germany","1586510799","1586510799",9.5776,50.189,"11879.58","FALSE","236.45","120.75","0.65",NA,"12039.6","6435","FALSE","0"
"861e70","ANA265  ","Japan","1586510796","1586510796",131.0565,34.1997,"5173.98","FALSE","159.99","254.71","-0.33",NA,"5212.08","4635","FALSE","0"
"471f8f","WZZ5    ","Hungary","1586510799","1586510799",12.0388,49.8356,"11277.6","FALSE","232.65","119.4","0",NA,"11460.48","6432","FALSE","0"
"471f8d","WZZ1653 ","Hungary","1586510797","1586510799",21.4927,43.9361,"11269.98","FALSE","239.36","135.17","-3.25",NA,"11414.76","1166","FALSE","0"
"ad67cc","FDX1570 ","United States","1586510799","1586510799",-78.0698,41.0714,"11277.6","FALSE","279.12","60.88","0",NA,"10927.08","1576","FALSE","0"
"3d1229","DEFCZ   ","Germany","1586510799","1586510799",7.345,50.7356,"518.16","FALSE","50.06","22.35","0.65",NA,"685.8","7000","FALSE","0"
"3d2550","DEMJO   ","Germany","1586510790","1586510795",8.15,49.9718,NA,"TRUE","0","157.5",NA,NA,NA,NA,"FALSE","0"
"86cee7","SNJ79   ","Japan","1586510799","1586510799",138.4098,35.0388,"11193.78","FALSE","196.94","258.4","5.2",NA,"11148.06","7341","FALSE","0"
"a16fe3","FRG1050 ","United States","1586510799","1586510799",-86.2181,42.869,"3992.88","FALSE","138.15","93.63","0.33",NA,"3817.62","6515","FALSE","0"
"aae270","MTN8327 ","United States","1586510799","1586510799",-84.2976,39.8571,"3970.02","FALSE","157.5","91.87","-2.28",NA,"3741.42","7711","FALSE","0"
"a3918f","UPS237  ","United States","1586510799","1586510799",-75.6783,40.0793,"3169.92","FALSE","195.27","93.17","0",NA,"2887.98","4002","FALSE","0"
"4400d0","TYW431  ","Austria","1586510798","1586510798",-8.2446,34.4291,"12496.8","FALSE","215.18","222.58","0",NA,"12893.04","1027","FALSE","0"
"471f59","WZZ51XS ","Hungary","1586510799","1586510799",18.1373,48.159,"7078.98","FALSE","220.95","128.95","-12.35",NA,"7284.72","2251","FALSE","0"
"a0a6e9","FDX1437 ","United States","1586510799","1586510799",-89.332,38.1694,"10675.62","FALSE","237.54","12.38","-0.33",NA,"10637.52","1557","FALSE","0"
"4008ad","SHT9Z   ","United Kingdom","1586510798","1586510798",-3.2265,56.0361,"1524","FALSE","144.08","58.58","20.48",NA,"1630.68",NA,"FALSE","0"
"4008b1","SHT6L   ","United Kingdom","1586510799","1586510799",-1.5956,53.2051,"10363.2","FALSE","190.75","332.54","0",NA,"10546.08","1402","FALSE","0"
"0d0b44","VOI454  ","Mexico","1586510799","1586510799",-112.8484,30.0557,"11277.6","FALSE","245.77","129.05","0.33",NA,"11460.48","3007","FALSE","0"
"7809fe","B8263   ","China","1586510559","1586510566",126.0536,37.2262,"3215.64","FALSE","162.15","102.27","-6.5",NA,"3299.46","0011","FALSE","0"
"a0934b","UPS684  ","United States","1586510799","1586510799",-89.1036,39.4426,"10355.58","FALSE","185.14","291.86","0.98",NA,"10218.42","1060","FALSE","0"
"a64160","FTD502  ","United States","1586510797","1586510799",-92.7343,36.7809,"12192","FALSE","193.35","216.02","0.33",NA,"12344.4","2141","FALSE","0"
"4ba284","TCHTD   ","Turkey","1586510798","1586510798",32.5999,40.0829,"960.12","FALSE","29.88","92.96","1.95",NA,"1005.84",NA,"FALSE","0"
"8a01cb","LNI278  ","Indonesia","1586510796","1586510798",108.0738,-6.5205,"11277.6","FALSE","228.44","139.57","0",NA,"12062.46",NA,"FALSE","0"
"a533ca","UPS1128 ","United States","1586510799","1586510799",-75.7668,41.9615,"11277.6","FALSE","278.6","73.04","0",NA,"10873.74","6675","FALSE","0"
"800407","SEJ7104 ","India","1586510799","1586510799",80.727,13.6903,"7818.12","FALSE","223.06","36.84","8.45",NA,"8252.46","1000","FALSE","0"
"c2b37d","CFC4165 ","Canada","1586510799","1586510799",1.3739,53.8982,"10668","FALSE","252.24","109.91","0",NA,"10843.26","1143","FALSE","0"
"a89fcf","FDX1435 ","United States","1586510799","1586510799",-79.448,39.7585,"10660.38","FALSE","287.2","64.77","0.33",NA,"10378.44","1625","FALSE","0"
"7c6c33","VOZ9326 ","Australia","1586510798","1586510798",116.4831,-30.7257,"7604.76","FALSE","215.08","200.73","-13",NA,"8161.02","3262","FALSE","0"
"e48c30","GLO2090 ","Brazil","1586510799","1586510799",-44.6624,-22.7837,"9852.66","FALSE","274.06","64.54","1.3",NA,"10325.1","1043","FALSE","0"
"4846de","V5      ","Kingdom of the Netherlands","1586510759","1586510759",4.7427,52.3027,NA,"TRUE","6.69","185.62",NA,NA,NA,NA,"FALSE","0"
"4846f9","SG      ","Kingdom of the Netherlands","1586510525","1586510525",4.7476,52.3275,NA,"TRUE","1.8","222.19",NA,NA,NA,NA,"FALSE","0"
"30006a","AZA202  ","Italy","1586510799","1586510799",-0.4622,51.3134,"2430.78","FALSE","152.58","297.95","-11.7",NA,"2552.7","6775","FALSE","0"
"a368c2","FDX148  ","United States","1586510799","1586510799",-86.0925,39.2639,"10668","FALSE","259.35","38.96","0",NA,"10462.26","0136","FALSE","0"
"4846e3","OH88    ","Kingdom of the Netherlands","1586510652","1586510652",4.7602,52.3046,NA,"TRUE","7.72","8.44",NA,NA,NA,NA,"FALSE","0"
"a69061","JIA5062 ","United States","1586510799","1586510799",-82.5538,39.1891,"10363.2","FALSE","232.74","188","-0.33",NA,"10096.5","7613","FALSE","0"
"4846bb","OH14    ","Kingdom of the Netherlands","1586510764","1586510764",4.7988,52.3085,NA,"TRUE","2.06","225",NA,NA,NA,NA,"FALSE","0"
"a0a837","UPS806  ","United States","1586510799","1586510799",-112.9797,35.4243,"10058.4","FALSE","254.01","62.76","0",NA,"10088.88","0024","FALSE","0"
"4846c4","FUEL12  ","Kingdom of the Netherlands","1586510797","1586510797",4.7465,52.3219,NA,"TRUE","5.66","28.12",NA,NA,NA,NA,"FALSE","0"
"3c4aa6","CFG693  ","Germany","1586510799","1586510799",78.1652,28.8208,"9753.6","FALSE","244.7","309.88","0",NA,"10012.68","4756","FALSE","0"
"300069","AZA84A  ","Italy","1586510799","1586510799",2.4563,49.0175,"259.08","FALSE","69.17","85.31","-3.9",NA,"350.52","1000","FALSE","0"
"a6e055","LCO1408 ","United States","1586510799","1586510799",-80.1665,25.4447,"6377.94","FALSE","206.03","168.19","17.23",NA,"6606.54","7424","FALSE","0"
"4aca14","NAX375  ","Sweden","1586510799","1586510799",14.0086,64.0291,"12192","FALSE","225.59","194.26","0",NA,"11727.18","0233","FALSE","0"
"440333","GAC567K ","Austria","1586510583","1586510598",5.1838,43.4587,"0","FALSE","76.4","133.91","-3.58",NA,"175.26","1000","FALSE","0"
"a8e3a8","FDX1747 ","United States","1586510799","1586510799",-75.7512,41.9281,"8237.22","FALSE","273.31","78.71","0.33",NA,"7726.68","6724","FALSE","0"
"a7cfe6","JIA5575 ","United States","1586510586","1586510686",-80.4246,34.8675,"2697.48","FALSE","109.34","298.37","-5.2",NA,"2598.42","1015","FALSE","0"
"7c1ca5","FD534   ","Australia","1586510799","1586510799",134.3581,-31.1039,"6705.6","FALSE","125.85","296.98","-0.65",NA,"7078.98","7154","TRUE","0"
"a40e1c","UPS1084 ","United States","1586510799","1586510799",-75.1559,40.8095,"3398.52","FALSE","191.45","83.83","-5.85",NA,"3093.72","6744","FALSE","0"
"4a09a7","BLA9107 ","Romania","1586510772","1586510773",9.8568,41.133,"12192","FALSE","225.27","244.43","0",NA,NA,"4136","FALSE","0"
"a08bdd","UPS1088 ","United States","1586510799","1586510799",-79.4411,40.31,"10058.4","FALSE","283.72","71.83","-0.98",NA,"9700.26","6634","FALSE","0"
"a9af32","FDX1489 ","United States","1586510799","1586510799",-87.3071,32.6413,"10668","FALSE","272.11","135.46","0",NA,"10949.94","7554","FALSE","0"
"a4281d","UPS1356 ","United States","1586510518","1586510518",-86.5368,33.9762,"2087.88","FALSE","149.21","180.99","-9.1",NA,"2065.02","5517","FALSE","0"
"847114","FDA327  ","Japan","1586510799","1586510799",133.0432,34.1925,"10972.8","FALSE","161.74","248.74","0",NA,"11010.9","4740","FALSE","0"
"4249fd","AFL1731 ","United Kingdom","1586510799","1586510799",40.2534,59.6043,"10965.18","FALSE","226.85","206.1","0.33",NA,"10530.84","0154","FALSE","0"
"ad9e27","FDX1497 ","United States","1586510799","1586510799",-78.1741,39.7875,"8199.12","FALSE","279.79","66.83","-13.66",NA,"7833.36","5635","FALSE","0"
"8a0381","","Indonesia","1586510798","1586510798",99.3765,1.7094,"8534.4","FALSE","226.1","348.72","0.33",NA,"9098.28",NA,"FALSE","0"
"a3f579","UPS844  ","United States","1586510799","1586510799",-98.355,41.5311,"10370.82","FALSE","219.18","269.06","0",NA,"10424.16","7620","FALSE","0"
"ab15ca","PEG13   ","United States","1586510799","1586510799",-8.3429,54.3207,"12192","FALSE","221.47","289.82","0.33",NA,"12252.96","6314","FALSE","0"
"a582c8","UPS952  ","United States","1586510799","1586510799",-103.181,39.3539,"10972.8","FALSE","225.99","267.91","0",NA,"11102.34","2720","FALSE","0"
"c01c02","ACA126  ","Canada","1586510799","1586510799",-79.5045,43.5894,"1036.32","FALSE","71.99","300.96","-4.23",NA,"838.2","2615","FALSE","0"
"ad0851","AAL1542 ","United States","1586510798","1586510798",-85.511,37.6782,"12496.8","FALSE","288.5","86.93","0",NA,"12473.94","6774","FALSE","0"
"49410d","NJE978U ","Portugal","1586510799","1586510799",7.341,51.7627,"12192","FALSE","186.09","273.65","0",NA,"12329.16","4154","FALSE","0"
"3c4ab4","CFG807  ","Germany","1586510799","1586510799",18.0279,52.9567,"11582.4","FALSE","222.24","247.11","0",NA,"11544.3","6271","FALSE","0"
"861f80","","Japan","1586510799","1586510799",132.9627,32.3348,"11887.2","FALSE","284.97","67.83","-0.33",NA,"12024.36","3567","FALSE","0"
"8a0337","BTK6805 ","Indonesia","1586510736","1586510754",104.1187,-2.1385,"6301.74","FALSE","207.35","134.6","11.05",NA,"6736.08","7247","FALSE","0"
"3c4aad","CFG625  ","Germany","1586510799","1586510799",16.0413,47.8517,"11582.4","FALSE","226.3","288.97","0",NA,"11719.56","1000","FALSE","0"
"7c0a75","CCN     ","Australia","1586510799","1586510799",150.477,-35.088,"3093.72","FALSE","92.5","205.71","0",NA,"3147.06","4354","FALSE","0"
"4249ea","ABW448  ","United Kingdom","1586510752","1586510752",113.9269,22.3015,NA,"TRUE","2.83","250.31",NA,NA,NA,"5123","FALSE","0"
"3c4acd","DLH355  ","Germany","1586510799","1586510799",100.8392,13.8492,"990.6","FALSE","111.28","287.76","-3.9",NA,"990.6","0274","FALSE","0"
"4249dd","UTA295  ","United Kingdom","1586510799","1586510799",38.5508,56.9298,"11277.6","FALSE","241.9","37.31","0",NA,"10881.36","1535","FALSE","0"
"ade200","FDX1859 ","United States","1586510795","1586510795",-122.2196,37.7159,NA,"TRUE","0","2.81",NA,NA,NA,"4726","FALSE","0"
"a475fb","CTL101  ","United States","1586510799","1586510799",-94.036,40.0775,"4419.6","FALSE","198.85","195.76","-12.35",NA,"4396.74","3623","FALSE","0"
"ad5697","FDX1540 ","United States","1586510798","1586510799",-78.923,38.5911,"5433.06","FALSE","265.01","71.67","-14.63",NA,"5143.5","1633","FALSE","0"
"a0e431","AAL2455 ","United States","1586510799","1586510799",-79.1066,42.1922,"11277.6","FALSE","270.03","83.99","0",NA,"10881.36","7334","FALSE","0"
"a76278","N575RE  ","United States","1586510799","1586510799",-93.8149,38.2032,"11887.2","FALSE","252.82","83.22","0",NA,"11932.92","1721","FALSE","0"
"a0dd44","FDX1440 ","United States","1586510796","1586510798",-91.3691,35.4048,"10363.2","FALSE","191.3","277.11","0",NA,"10538.46","0700","FALSE","0"
"a11752","N17FA   ","United States","1586510798","1586510798",-90.8179,35.015,"10469.88","FALSE","225.49","76.95","10.08",NA,"10683.24","1554","FALSE","0"
"738c05","ICL812  ","Israel","1586510799","1586510799",21.3912,57.9647,"10972.8","FALSE","222.88","245.74","0",NA,"10675.62","7670","FALSE","0"
"738c06","ICL1811 ","Israel","1586510798","1586510799",53.4732,60.7899,"10668","FALSE","268.98","94.83","0",NA,"10241.28","0474","FALSE","0"
"a9fe30","FDX1742 ","United States","1586510799","1586510799",-103.1698,37.8831,"9151.62","FALSE","224.54","257.43","0",NA,"9281.16","0775","FALSE","0"
"4787b3","NAX744  ","Norway","1586510799","1586510799",11.2613,61.5853,"9448.8","FALSE","181.54","4.06","-0.33",NA,"9220.2","0241","FALSE","0"
"aa4587","ATN3201 ","United States","1586510799","1586510799",-122.3009,37.5875,"259.08","FALSE","66.73","297.55","-3.25",NA,"281.94","4041","FALSE","0"
"8518d0","JAL264  ","Japan","1586510595","1586510658",136.0461,34.9381,"10668","FALSE","271.9","97.5","0",NA,NA,"7303","FALSE","0"
"a75b5e","UPS28   ","United States","1586510779","1586510779",55.3698,25.2505,NA,"TRUE","12.35","75.94",NA,NA,NA,"1643","FALSE","0"
"452086","BGH7001 ","Bulgaria","1586510781","1586510782",55.2375,25.4299,"2255.52","FALSE","145","131.84","-5.2",NA,"2392.68","5471","FALSE","0"
"a9fa79","","United States",NA,"1586510793",NA,NA,"9136.38","FALSE","202.55","218.3","0",NA,NA,NA,"FALSE","0"
"ab87c8","FDX5384 ","United States","1586510772","1586510788",77.3796,28.5871,"1577.34","FALSE","107.44","214.07","-5.2",NA,"1592.58","0674","FALSE","0"
"3d34cc","DESGA   ","Germany","1586510799","1586510799",12.8079,53.2247,"1249.68","FALSE","72.38","103.15","-0.33",NA,"1348.74","7000","FALSE","0"
"c0208a","CJT620  ","Canada","1586510799","1586510799",-59.0974,46.0931,"11887.2","FALSE","274.21","69.12","0",NA,"11628.12","1501","FALSE","0"
"4843e7","PHSVY   ","Kingdom of the Netherlands","1586510799","1586510799",3.7811,51.7281,"457.2","FALSE","92.93","215.54","-0.65",NA,"632.46","7000","FALSE","0"
"a3fce7","UPS1172 ","United States","1586510798","1586510798",-76.6424,40.1478,"800.1","FALSE","58.95","290.97","-3.9",NA,"632.46","4047","FALSE","0"
"478698","SAS336  ","Norway","1586510799","1586510799",11.5206,63.2447,"2598.42","FALSE","132.57","4.23","-7.8",NA,"2598.42","0236","FALSE","0"
"3c6427","CFG1478 ","Germany","1586510799","1586510799",-9.2136,37.7017,"11887.2","FALSE","216.57","219.89","0",NA,"12214.86","2515","FALSE","0"
"a1139f","FDX1705 ","United States","1586510798","1586510799",-96.8983,39.8287,"10980.42","FALSE","210.55","267.9","0",NA,"11071.86","1665","FALSE","0"
"84c0aa","SFJ85   ","Japan","1586510798","1586510799",132.8726,34.3095,"10370.82","FALSE","168.72","248.91","-11.05",NA,"10401.3","4660","FALSE","0"
"a0f37e","UPS300  ","United States","1586510766","1586510799",-89.8418,35.9529,"9136.38","FALSE","200.86","231.13","0",NA,"9243.06","4005","FALSE","0"
"aa0701","AAL218  ","United States","1586510799","1586510799",-77.9221,38.3692,"8526.78","FALSE","181.53","219.83","0.33",NA,"8267.7","7012","FALSE","0"
"a4cf26","CMB355  ","United States","1586510799","1586510799",7.4594,50.1381,"2217.42","FALSE","137.28","47.58","10.73",NA,"2362.2","7643","FALSE","0"
"a59f22","UPS652  ","United States","1586510799","1586510799",-87.7579,37.9587,"9761.22","FALSE","179.94","262.77","-0.33",NA,"9685.02","7262","FALSE","0"
"a49995","FDX1711 ","United States","1586510799","1586510799",-85.4854,40.6194,"7010.4","FALSE","205.97","43.38","0",NA,"6713.22","7451","FALSE","0"
"c820d1","ANZ287  ","New Zealand","1586510683","1586510684",174.0461,-35.5688,"8778.24","FALSE","256.39","342","6.5",NA,"9052.56","0216","FALSE","0"
"a34c58","UPS1014 ","United States","1586510799","1586510799",-73.5369,42.3923,"10668","FALSE","272.02","83.16","0.33",NA,"10187.94","6665","FALSE","0"
"aada49","WGN5900 ","United States","1586510798","1586510799",121.57,22.9355,"11582.4","FALSE","236.81","196.66","0",NA,"12207.24","4115","FALSE","0"
"ae120c","YANK01  ","United States","1586510799","1586510799",22.3209,55.4088,"7612.38","FALSE","70.33","290.56","0",NA,"7551.42","2101","FALSE","0"
"43ec3c","2MAPZ   ","United Kingdom","1586510799","1586510799",7.1105,50.0245,"4282.44","FALSE","95.69","0","0",NA,"4472.94","1340","FALSE","0"
"8a063c","BTK6890 ","Indonesia","1586510799","1586510799",99.7211,2.2769,"8633.46","FALSE","236.81","319.49","-11.38",NA,"9227.82","2544","FALSE","0"
"ad52e1","WIG8300 ","United States","1586510661","1586510661",-71.419,41.7329,"266.7","FALSE","42.97","211.79","-4.55",NA,"38.1","3310","FALSE","0"
"a04e24","FDX1781 ","United States","1586510799","1586510799",-95.7501,38.5871,"10980.42","FALSE","208.55","259.05","0",NA,"11087.1","3612","FALSE","0"
"abc591","FDX5342 ","United States","1586510772","1586510772",79.0657,43.5825,"10668","FALSE","263.33","93.36","-0.33",NA,"10683.24","0675","FALSE","0"
"a97655","DAL8836 ","United States","1586510799","1586510799",47.1556,45.8826,"11887.2","FALSE","260.83","124.07","0",NA,"11757.66","4502","FALSE","0"
"aa9108","WIG283  ","United States","1586510799","1586510799",-76.9919,39.6755,"1348.74","FALSE","75.92","206.57","0",NA,"1165.86","1160","FALSE","0"
"a7e6c7","UPS14   ","United States","1586510771","1586510771",67.9462,44.9429,"10668","FALSE","263.16","104.61","0",NA,"10637.52","6426","FALSE","0"
"a74992","JIA5175 ","United States","1586510794","1586510797",-81.1454,29.2808,"2217.42","FALSE","129.52","315.97","13",NA,"2255.52","1070","FALSE","0"
"89611a","UAE9404 ","United Arab Emirates","1586510551","1586510555",132.9944,35.4118,"10363.2","FALSE","208.2","304.63","0",NA,"10317.48","3276","FALSE","0"
"a03b91","FDX1490 ","United States","1586510798","1586510799",-96.0393,36.3933,"10370.82","FALSE","206","283.72","0",NA,"10530.84","1502","FALSE","0"
"adf0dc","FDX1475 ","United States","1586510798","1586510799",-91.769,36.8578,"11582.4","FALSE","198.8","322.36","0",NA,"11673.84","5652","FALSE","0"
"ae10df","YANK02  ","United States","1586510772","1586510782",23.5263,54.8817,"7315.2","FALSE","71.45","343.26","0",NA,"7261.86","2102","FALSE","0"
"a35eeb","UPS928  ","United States","1586510799","1586510799",-106.2729,39.4586,"10972.8","FALSE","232.96","251.32","0",NA,"11079.48","1165","FALSE","0"
"abbe23","FDX30   ","United States","1586510799","1586510799",-82.3632,40.0438,"10668","FALSE","293.27","83.15","0",NA,"10363.2","6762","FALSE","0"
"3991e7","AFR371V ","France","1586510799","1586510799",0.7913,43.5819,"11871.96","FALSE","234.17","190.89","0",NA,"12009.12","7642","FALSE","0"
"a39b56","UPS850  ","United States","1586510799","1586510799",-117.5454,33.9901,"1501.14","FALSE","121.88","171.01","10.4",NA,"1478.28","7225","FALSE","0"
"a890f3","FDX1473 ","United States","1586510794","1586510797",-80.866,39.3331,"10058.4","FALSE","292.09","61.72","-0.33",NA,"9776.46","3737","FALSE","0"
"a187ba","AAL576  ","United States","1586510799","1586510799",-81.7102,35.4488,"4183.38","FALSE","205.91","113.88","-4.55",NA,"4107.18","3330","FALSE","0"
"89617b","UAE9403 ","United Arab Emirates","1586510799","1586510799",89.7232,22.5068,"10668","FALSE","285.61","97.04","0",NA,"11109.96","0544","FALSE","0"
"ab0064","N808JG  ","United States","1586510798","1586510799",-48.3698,-16.4791,"13716","FALSE","244.03","161.95","-0.33",NA,"14409.42",NA,"FALSE","0"
"3991ea","AFR12KJ ","France","1586510799","1586510799",13.5194,56.9019,"11879.58","FALSE","223.36","44.44","0",NA,"11811","7553","FALSE","0"
"a72eda","FDX1853 ","United States","1586510799","1586510799",-121.0356,36.7705,"9342.12","FALSE","238.26","130.53","8.45",NA,"9342.12","3230","FALSE","0"
"c044b2","CJT551  ","Canada","1586510753","1586510797",-100.7592,50.271,"10988.04","FALSE","210.01","280.02","0",NA,"10782.3","3441","FALSE","0"
"e49163","AZU9704 ","Brazil","1586510798","1586510799",-67.809,19.0246,"12192","FALSE","203.36","308.12","0",NA,"12854.94","3675","FALSE","0"
"a1c4b2","N213AL  ","United States","1586510798","1586510798",-120.6771,46.7292,"2080.26","FALSE","125.98","141.63","-8.13",NA,"2118.36","4677","FALSE","0"
"a0f427","UAL961  ","United States","1586510799","1586510799",8.7738,50.1659,"1272.54","FALSE","132.67","23.78","-0.33",NA,"1432.56","2535","FALSE","0"
"896172","UAE9977 ","United Arab Emirates","1586510792","1586510792",28.4009,43.1418,"10363.2","FALSE","232.58","301.62","0",NA,"10416.54","3204","FALSE","0"
"896171","UAE9836 ","United Arab Emirates","1586510797","1586510797",113.6157,21.5645,"4770.12","FALSE","224.78","63.2","-16.91",NA,"5554.98",NA,"FALSE","0"
"896170","UAE9872 ","United Arab Emirates","1586510648","1586510652",108.2468,27.8938,"11917.68","FALSE","305.54","62.96","0",NA,"12344.4","0537","FALSE","0"
"89616e","UAE9843 ","United Arab Emirates","1586510781","1586510782",55.7099,25.0887,"1783.08","FALSE","151.13","292.2","-2.93",NA,"1859.28","4031","FALSE","0"
"89616d","UAE9824 ","United Arab Emirates","1586510799","1586510799",80.9142,13.9609,"11277.6","FALSE","257.45","116.21","0",NA,"11856.72","0562","FALSE","0"
